,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
489,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,7,1,4,6,2,6,5,3,6,7,0,3,2,1,0.0,109503342.08350585,0.0,0.0,188821762.91688135,0.0,0.0,101647882.6157545,0.0,4482013.557186358,30033571.88243507,0.0005740701166204215,11935774.665505275,90472013.62775448,0.002911694950604772,1285900000.0,397.4637654802189
490,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,2,0,1,5,4,2,5,5,6,6,5,7,4,5,4,0.0,72222705.9376919,0.0,0.0,180467612.40608278,0.0,0.0,106802638.40431869,0.0,6388880.359047745,46766364.42826242,0.0003468414439353624,6040424.624394086,120492397.2200238,0.0006041304171333473,1497800000.0,516.6510551343212
491,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,3,1,6,6,2,0,6,6,0,5,3,6,0,5,1,2,0.0,172304199.80689174,0.0,0.0,113454271.89419729,0.0,0.0,66629563.55863415,0.0,31021361.488538515,22374727.640758883,0.0011268268733589742,8845846.257760247,100032176.89964801,0.0007356378786333513,1607900000.0,2241.278913686936
492,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,5,0,1,6,7,7,5,7,5,4,3,0,6,1,5,0.0,92648501.6727509,0.0,0.0,269209918.9262564,0.0,0.0,112380194.58971128,0.0,32298580.560233545,19364628.02360858,0.003983795535455016,0.0,117305091.0609757,0.0,1244000000.0,878.1917923311044
493,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,4,0,6,6,1,4,7,7,9,10,6,3,5,5,1,0.0,117299462.54481953,0.0,0.0,180339828.74769464,0.0,0.0,142517614.83954185,0.0,1187086.8946125847,52468393.01195797,0.00018561131442903096,41624776.97806785,115098409.19196975,0.01029481639480159,843600000.0,980.2945895657855
494,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,3,3,5,1,5,6,2,6,5,3,0,0,0,4,1,2,0.0,144765882.0244219,0.0,0.0,199502185.3342409,0.0,0.0,101647882.6157545,0.0,178659801.7848041,0.0,0.00581357466869506,0.0,94639238.49165699,0.0,1486700000.0,10864.695802358265
495,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,2,6,5,4,4,1,2,5,4,6,7,1,1,5,4,4,0.0,195988468.25188863,0.0,0.0,147756738.11197522,0.0,0.0,102517708.71215674,0.0,3779087.5720829456,30528580.36230105,0.00021590982665245666,0.0,121322344.13782497,0.0,983500000.0,160.214385777834
496,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,3,6,2,6,0,6,6,7,5,0,2,8,0,5,0.0,145883058.26646656,0.0,0.0,113454271.89419729,0.0,0.0,121026986.78367361,0.0,12822964.342275625,19742157.81013341,0.0015960963388969315,0.0,96451223.62788737,0.0,1707600000.0,347.9310887415166
497,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,3,1,6,4,1,1,4,10,0,6,6,5,1,6,5,3,0.0,156022371.27999088,0.0,0.0,134864606.27476475,0.0,0.0,88152583.3495194,0.0,4548710.518922366,35274716.461230814,0.0001953780207359081,0.0,129065779.96707408,0.0,1039100000.0,249.92932757009055
498,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,3,1,4,4,2,3,6,0,7,6,7,2,4,4,6,6,0.0,138778943.76610827,0.0,0.0,172113801.41099757,0.0,0.0,73946120.41768885,0.0,920306.5194422349,36656511.13181695,4.061685440596092e-05,12002306.718436062,135800688.95597446,0.0009635559522800816,1798100000.0,629.9709192532256
499,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,2,1,7,1,3,0,6,7,7,7,7,2,1,7,5,10,0.0,145940066.0722279,0.0,0.0,120892243.43187523,0.0,0.0,132293579.72246529,0.0,1866859.1216153714,32090609.224667348,0.0001021668501333909,0.0,177662942.7149816,0.0,1293500000.0,81.59939422977651
500,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,2,6,6,5,1,0,2,6,7,7,6,2,3,0,6,5,0.0,215771944.13273668,0.0,0.0,82526679.5239558,0.0,0.0,126230340.73617607,0.0,4420108.936529992,32616604.291492917,0.00023771302539069185,79738964.80556832,85142397.97480127,0.007650788358113564,1426700000.0,3511.425390117473
501,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,7,6,7,5,6,5,6,0,4,8,2,2,5,1,2,0.0,250418129.4142797,0.0,0.0,223512939.07250154,0.0,0.0,63699598.27434066,0.0,3433711.2372424486,35962228.35922003,0.0005001863475129818,15701223.845456414,100032176.89964801,0.003885091776774546,877900000.0,442.9861091480619
502,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,3,3,0,1,3,3,2,5,4,7,0,7,0,0,6,2,0.0,78453877.84187987,0.0,0.0,153141651.80359086,0.0,0.0,106337197.36717674,0.0,46534794.670082025,14261651.781499248,0.0014622747628886884,0.0,74011736.27191554,0.0,1646200000.0,2854.974355694445
503,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,5,0,3,7,2,6,6,3,5,7,0,2,5,2,0.0,53972506.18695759,0.0,0.0,188851129.89593345,0.0,0.0,106025710.87762618,0.0,5371923.681538608,27939401.706900492,0.0018286760548763361,20310151.58318824,101695200.42222738,0.013214877093509542,1511300000.0,0.0
504,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,3,4,5,5,7,3,1,6,6,8,9,6,0,6,6,2,0.0,182614739.10721666,0.0,0.0,187362096.66437703,0.0,0.0,125611804.14945868,0.0,1126454.9911647772,35174846.225991,5.704007820277177e-05,24209676.592638034,130816563.99592888,0.0020100882060597788,1268900000.0,1191.1516800736642
505,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,3,4,5,6,7,2,0,6,6,6,6,5,0,1,7,2,0.0,191741152.90746433,0.0,0.0,127487673.07826531,0.0,0.0,116802420.6988585,0.0,3439170.513639952,26127534.665142894,0.00014472320596635414,54662046.28452738,106824032.87434787,0.004253638685718911,1457400000.0,2959.8768232636853
506,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,3,6,6,6,1,3,1,6,0,1,1,4,0,0,0,2,0.0,225866263.47724932,0.0,0.0,131469340.4991319,0.0,0.0,56232105.137590505,0.0,67816110.34765103,16347288.792964684,0.0023414402455941923,164481087.42823362,27578229.96765524,0.01260370758830563,1336200000.0,12570.278310052821
507,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,7,5,6,6,2,6,4,4,6,7,0,3,3,1,0.0,173779544.91347647,0.0,0.0,210924252.16788617,0.0,0.0,100646877.65478462,0.0,4482013.557186358,30033571.88243507,0.001594639212834504,4448265.479329559,94551485.92077652,0.0029600038172219478,1232000000.0,0.0
508,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,2,2,3,2,6,4,6,6,4,0,3,3,3,0,6,5,0.0,126556908.17246997,0.0,0.0,223741262.2077194,0.0,0.0,63699598.27434066,0.0,43131757.27173014,28144893.72451978,0.0021142189079662284,47259371.001945846,85142397.97480127,0.00447738702964792,1268900000.0,3985.1251550602065
509,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,1,5,5,5,2,1,6,7,6,6,3,0,5,5,4,0.0,154539421.81426284,0.0,0.0,158447840.84215504,0.0,0.0,121861417.61353019,0.0,3492733.60165296,22928006.72310114,0.00018462017740499285,5846027.061294277,126768760.18278985,0.0005958152592144426,1126000000.0,380.2015260388689
510,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,3,6,1,6,7,0,0,1,7,7,6,1,2,6,4,2,0.0,177532123.52496576,0.0,0.0,73315450.27094865,0.0,7264488.969387015,100465496.16619742,0.0012012685576736203,5202256.0540710725,29595330.837397985,0.0002181893594528661,0.0,119697147.28810029,0.0,1613800000.0,526.251158906232
511,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,3,5,7,6,7,4,1,6,7,5,6,4,4,1,0,2,0.0,225446533.21101338,0.0,0.0,196169321.8061709,0.0,0.0,117836656.71301767,0.0,3439170.513639952,38014023.52535397,0.00014472320596635414,137140626.26663533,53557815.768892445,0.010768096038763197,1185700000.0,7058.8294170959825
512,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,1,0,4,4,0,5,6,7,5,6,1,4,0,1,6,0.0,82177854.37813279,0.0,0.0,121314835.77466118,0.0,0.0,117836656.71301767,0.0,3156023.8159442507,32585053.787652515,0.00013396400169678906,136456219.5092495,66687072.31506137,0.010560092695292164,2069800000.0,7142.098599209672
513,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,7,5,2,0,4,6,6,5,0,6,7,0,1,2,2,0.0,192179322.23964384,0.0,3853872.215734602,128904282.88717857,0.0028634014573938817,0.0,66629563.55863415,0.0,6373526.97045356,30033571.88243507,0.0023020833101937734,210713514.99571455,84060866.18310496,0.1376885342609565,1049400000.0,0.0
514,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,5,1,0,5,2,2,4,7,7,7,3,7,5,1,2,0.0,92648501.6727509,0.0,0.0,164233797.24580663,0.0,0.0,115071648.08041006,0.0,4020875.782318136,44913465.97050338,0.0005450253720187461,14743344.210070591,100032176.89964801,0.00365054265962047,1164700000.0,440.87618681003676
515,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,3,3,1,6,5,2,0,5,5,7,7,7,5,7,2,10,0.0,147905392.42524517,0.0,0.0,110061574.43848997,0.0,0.0,110752642.25479245,0.0,2921373.522789297,50022004.30424159,0.00013080822407630541,2760883.2964765104,157803368.25073397,0.0002311972098874862,1494300000.0,284.93304787530576
516,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,3,2,7,7,1,3,1,1,0,9,1,6,1,0,6,5,0.0,202329550.25652122,0.0,3901853.970401827,131469340.4991319,0.0003516603287112015,14624832.592285505,62295985.03000632,0.002430550898928681,50432537.06642664,27334183.29192333,0.0016511965113975254,6423152.322210555,85142397.97480127,0.00047733407463036205,1577200000.0,4036.940108242064
517,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,3,0,2,1,2,2,9,3,7,6,6,2,3,5,4,3,0.0,72222705.9376919,0.0,0.0,191550492.389614,0.0,0.0,105986538.88131073,0.0,5523583.883524206,32616604.291492917,0.00024163427982657834,0.0,117228410.47358869,0.0,1068100000.0,299.6997040795822
518,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,2,4,7,6,3,1,1,7,6,6,0,0,2,6,1,0.0,171787464.3741322,0.0,0.0,176323444.558819,0.0,7180616.147564474,96772210.25102626,0.0035302694911195772,13646131.556767099,12586457.998778107,0.001758402186623173,62069029.76841221,103409826.06038089,0.014708300052932579,1390100000.0,1968.5650970031634
519,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,3,7,5,6,6,5,6,6,7,4,7,2,3,3,1,1,0.0,227292860.5414936,0.0,0.0,234302505.52961767,0.0,0.0,114129776.63094811,0.0,1866859.1216153714,34976245.31165375,8.173348010671271e-05,43565605.64569916,86682896.14650115,0.00351032667804865,1426700000.0,2206.6364366963253
520,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,4,6,7,4,1,5,6,1,4,9,6,1,6,7,2,0.0,212649028.4929304,0.0,0.0,167383652.40335083,0.0,0.0,89636651.68609987,0.0,1174960.5139230238,45637852.57723374,0.00018271309846488792,0.0,137022294.59667343,0.0,908600000.0,26.969557533349757
521,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,6,1,0,7,5,7,0,6,6,2,1,4,4,5,0.0,136851315.59679127,0.0,3853872.215734602,148478841.59446153,0.0010308245246617976,0.0,73946120.41768885,0.0,5740657.548511091,29826314.78444877,0.0007592423549422882,6040424.624394086,119543062.21545857,0.0014499130011200333,1390100000.0,367.61428377948937
522,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,4,7,6,1,1,6,4,5,6,1,0,5,5,2,0.0,162781975.58788604,0.0,0.0,161218867.4218822,0.0,0.0,103998319.23120488,0.0,10314408.589779288,20319063.206658736,0.0013548999715944806,0.0,118654151.87759118,0.0,1390100000.0,271.4685003856614
523,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,3,7,6,1,1,2,6,7,8,6,5,1,7,0,1,0.0,202621123.7507406,0.0,0.0,123591808.7282773,0.0,0.0,130971825.23430848,0.0,3439170.513639952,35274716.461230814,0.0012060267163862845,0.0,75869639.77914998,0.0,1488100000.0,0.0
524,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2,0,5,5,4,5,5,4,7,0,5,0,7,6,2,0.0,94979303.71425684,0.0,0.0,202917863.58331275,0.0,0.0,106337197.36717674,0.0,134219564.12746105,11068771.68625446,0.015619970973148205,0.0,137830333.23595846,0.0,891600000.0,3735.5186688160393
525,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,4,6,6,4,1,1,4,1,5,1,0,2,7,6,0.0,162708076.19428974,0.0,0.0,184839663.22206262,0.0,998338.2483006496,71617663.74483383,0.0004901162562252911,8281119.432899966,18545877.781152677,0.001022636951746828,28759992.381161205,129338007.42104682,0.006754216326537237,1549600000.0,941.8516149662937
526,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,2,2,7,4,3,7,6,5,6,2,3,4,2,2,0.0,112429465.54032746,0.0,0.0,210058510.34432134,0.0,0.0,118518738.69004363,0.0,5602407.225949775,32616604.291492917,0.0007398650010311809,6040424.624394086,98660546.19192025,0.0014499130011200333,1172300000.0,289.0301593801923
527,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,5,6,6,5,2,6,5,7,7,9,0,3,0,6,3,0.0,213664639.9705635,0.0,0.0,193619314.78877616,0.0,0.0,120496536.27287978,0.0,2252909.9823295544,29582406.110525247,0.00034224046921663056,300606599.9237541,77404471.7832109,0.070704660191415,1051100000.0,7389.861819743492
528,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,5,1,1,5,0,1,4,7,7,7,0,1,6,1,4,0.0,132646089.01706745,0.0,0.0,104651657.86617124,0.0,0.0,115071648.08041006,0.0,17171885.17057492,22258486.725668453,0.002364888741081796,0.0,113130614.77905937,0.0,982100000.0,437.0279755578865
529,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,3,2,2,0,5,2,2,5,7,7,6,3,7,5,6,2,0.0,77099991.75787257,0.0,0.0,164233797.24580663,0.0,0.0,120496536.27287978,0.0,17339429.50957984,42225481.39786699,0.0007429299295460302,0.0,124227868.29395393,0.0,1158800000.0,951.6351017534048
530,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,5,0,4,4,2,6,2,0,6,7,3,2,5,10,0.0,53972506.18695759,0.0,0.0,170416126.33920276,0.0,0.0,58517988.01954745,0.0,4548710.518922366,43117304.03088222,0.0005861340622077243,70966346.91718853,140407123.72955355,0.016928886090438387,1505400000.0,1814.1816452982996
531,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,4,4,6,5,2,2,6,2,1,6,1,0,3,5,1,0.0,182020969.65964568,0.0,0.0,164233797.24580663,0.0,0.0,85077442.7104589,0.0,10314408.589779288,20319063.206658736,0.0013548999715944806,34126271.756084345,103676488.2943315,0.008147391865039925,1420800000.0,1081.838321704104
532,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,2,5,5,0,2,3,3,3,0,6,7,0,7,5,1,5,0.0,117818559.7239252,0.0,0.0,150581511.46309096,0.0,0.0,58926842.49039639,0.0,3785708.3667698973,32304948.475029543,0.00020842810128045535,14102851.096088987,111162838.60253373,0.001436613314844781,1428400000.0,706.1161704567911
533,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,4,5,0,6,6,7,7,7,6,3,7,0,1,0.0,117680843.07115024,0.0,0.0,137537273.74406102,0.0,0.0,126230340.73617607,0.0,920306.5194422349,43269289.48254271,0.000338473786716341,0.0,75869639.77914998,0.0,2015900000.0,0.0
534,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,2,2,3,5,4,7,2,9,1,6,6,3,2,3,4,5,0.0,146332417.8631447,0.0,0.0,199185382.65013418,0.0,0.0,112013628.33357728,0.0,7399329.801813991,32849061.76758905,0.00040863682191456986,0.0,113670394.66862908,0.0,945200000.0,320.96678446507326
535,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,3,0,2,1,2,5,1,3,6,1,6,5,3,2,4,0,0.0,72222705.9376919,0.0,0.0,154744343.1583981,0.0,0.0,86393856.47345893,0.0,3439170.513639952,38360931.261942774,0.00014472320596635414,36666097.99106875,63275368.490582086,0.002896696832683132,1595900000.0,2009.8334018147918
536,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,4,5,1,1,3,1,6,7,6,6,5,0,7,6,2,0.0,153823961.45335865,0.0,0.0,131469340.4991319,0.0,0.0,121861417.61353019,0.0,4548710.518922366,26127534.665142894,0.0005861340622077243,0.0,137830333.23595846,0.0,1336200000.0,121.17785579155905
537,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,5,6,1,1,0,1,6,1,1,4,6,3,7,4,2,0.0,173111848.8563866,0.0,0.0,77797112.44472042,0.0,0.0,81913987.91937247,0.0,25352002.445233505,35921402.00296259,0.008509010753141925,0.0,126330956.54499272,0.0,1652300000.0,0.0
538,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,3,4,6,6,6,1,6,4,1,5,1,0,4,7,1,0.0,172031210.62315285,0.0,0.0,204079832.51039457,0.0,0.0,92105183.62711218,0.0,12250264.708818514,18545877.781152677,0.004240729487648905,0.0,120160624.37107357,0.0,1324200000.0,0.0
539,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,3,5,2,6,2,3,1,0,6,1,6,2,0,2,6,3,0.0,174860273.37080485,0.0,0.0,139228185.5331078,0.0,7108725.157430867,56232105.137590505,0.001155746159353778,22739271.334826197,21556221.14781617,0.001001280701542038,165406444.03860927,110363036.94174516,0.01294411340886148,741100000.0,9770.175290094197
540,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,3,4,5,7,6,5,10,4,7,5,9,3,4,7,0,2,0.0,201783459.3101869,0.0,0.0,282753701.31860435,0.0,0.0,107223484.85003497,0.0,151914.65751306844,44092295.434644,7.547714112130858e-06,0.0,79084435.94406682,0.0,1037400000.0,7.4767620595464725
541,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,5,0,1,5,2,2,7,5,6,4,2,0,2,5,5,0.0,92648501.6727509,0.0,0.0,164233797.24580663,0.0,0.0,117647827.79553828,0.0,31026891.483483385,18081997.288140487,0.003712041496156752,4684420.342891834,113206206.35935302,0.0011046359135321246,1336200000.0,969.4251886139355
542,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,3,2,3,5,6,5,3,6,5,6,0,1,2,0,0,5,0.0,146332417.8631447,0.0,0.0,207960794.1589621,0.0,0.0,112068510.66038358,0.0,131590433.04276676,13903423.98391871,0.004272291079548754,6423152.322210555,36676675.840294495,0.00047733407463036205,1203000000.0,8357.773410926278
543,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,2,3,0,1,2,1,1,4,6,1,5,0,7,7,6,0.0,82486364.32617709,0.0,0.0,124827903.5097079,0.0,1001676.0878383135,84747680.59219497,0.0013695631508754387,54923629.599421866,17767801.395336673,0.015300622395365457,0.0,164568879.78613022,0.0,1473000000.0,0.0
544,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,2,4,6,5,2,1,6,2,1,5,0,0,3,2,5,0.0,162708076.19428974,0.0,0.0,158447840.84215504,0.0,0.0,85077442.7104589,0.0,82523539.13432133,11068771.68625446,0.010205118489841439,74552519.43019655,104240759.06493892,0.017825343172579337,1093800000.0,4016.045029183742
545,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,4,7,1,1,1,6,7,10,6,2,0,5,6,1,0.0,125788764.77143934,0.0,0.0,118700628.29513216,0.0,0.0,141697681.32362324,0.0,10683787.709156703,21556221.14781617,0.0014491321975818097,0.0,120550622.838325,0.0,1164700000.0,274.75782966677343
546,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,3,2,5,0,2,4,1,6,4,10,7,2,1,1,6,4,0.0,94979303.71425684,0.0,0.0,146673407.0796544,0.0,0.0,125571401.76030673,0.0,11184799.051435437,32090609.224667348,0.0005494585820262715,346626522.8195513,108914524.36919785,0.02759570692062574,619900000.0,17605.121062776154
547,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,2,0,4,5,4,6,2,4,4,0,1,0,7,6,1,0.0,88429031.37443781,0.0,0.0,211895698.4272849,0.0,1021703.1250642991,82707280.27511737,0.000510601602854359,223721968.26346457,6320800.309666242,0.02419900829440978,0.0,133897484.80708233,0.0,891600000.0,6407.945755444125
548,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,5,6,0,1,6,4,7,4,7,3,7,0,1,0.0,124231115.41096926,0.0,0.0,112832601.01821715,0.0,0.0,111587165.10475199,0.0,24256828.99559727,38241786.17500833,0.008038179976159791,8897317.148776315,75869639.77914998,0.006168294548627244,1413200000.0,0.0
549,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,2,5,4,5,7,2,6,5,0,5,6,0,4,5,5,0.0,155514698.52491033,0.0,0.0,210219938.82131863,0.0,0.0,66629563.55863415,0.0,23791638.992682863,25957753.651390065,0.0028224709253834,0.0,124957038.67102736,0.0,812000000.0,659.6570347415047
550,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,5,6,6,5,3,5,7,6,7,6,0,0,3,2,2,0.0,213664639.9705635,0.0,0.0,193736772.51408312,0.0,0.0,126912422.71320203,0.0,13646131.556767099,12586457.998778107,0.001758402186623173,34126271.756084345,93477874.34219648,0.008147391865039925,1203000000.0,1173.9033886931195
551,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,5,0,2,6,2,0,6,4,6,10,2,2,0,6,4,0.0,98043050.03325048,0.0,0.0,118427379.06875929,0.0,0.0,107637161.25427823,0.0,0.0,41617641.01798497,0.0,299937912.82542324,81105853.85915002,0.07054693034880519,1238200000.0,7321.10521138804
552,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,3,7,4,6,7,3,2,6,2,7,9,5,0,4,6,5,0.0,216541799.28805792,0.0,0.0,193761685.0383232,0.0,0.0,103293254.77412635,0.0,153603.71115549974,33121261.295656584,7.682275895406175e-06,28950205.773717094,130767271.32064351,0.0023610838786909966,1336200000.0,1387.6804764594917
553,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,3,1,7,0,2,6,5,5,5,4,5,4,1,2,0.0,113829615.07026595,0.0,0.0,127487673.07826531,0.0,0.0,108305326.2918388,0.0,10680710.965388894,37514754.31208895,0.0012956936657954152,25122566.804656632,94639238.49165699,0.006232238508762639,1420800000.0,866.9076830962149
554,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,6,6,5,5,6,5,2,6,6,4,0,4,5,3,0.0,134996357.6629468,0.0,0.0,222107979.37127894,0.0,0.0,94746079.53552502,0.0,6480434.015399046,24447158.301910475,0.0023604815661967034,52203235.97288983,116398463.55578752,0.03502671509588307,1153600000.0,0.0
555,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,6,5,6,5,8,2,7,0,6,0,4,0,2,0,3,0.0,214612442.18008447,0.0,0.0,221828181.00667572,0.0,0.0,73946120.41768885,0.0,53897404.51651653,9695195.36216505,0.005049415641768573,1844182.0513490625,60039471.119519606,0.0004292356417252106,1798100000.0,1653.2407093626705
556,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,5,0,5,6,7,7,7,7,3,0,1,2,0.0,66507014.9338145,0.0,0.0,129688488.72986558,0.0,0.0,126230340.73617607,0.0,1892854.1833849486,45835762.945968896,0.0006947603376015178,357440979.07344,53557815.768892445,0.23266977004789122,1646200000.0,0.0
557,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,4,7,6,4,2,5,5,5,6,10,7,2,0,6,10,0.0,213656166.2927918,0.0,0.0,175016288.22731808,0.0,0.0,106802638.40431869,0.0,0.0,53321867.63959525,0.0,83144465.68427739,111444548.3610995,0.019261871099187863,1170600000.0,2068.309900399477
558,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,3,4,5,4,2,6,2,7,7,6,3,6,6,3,0.0,147603451.26209262,0.0,0.0,180467612.40608278,0.0,0.0,103293254.77412635,0.0,7384370.535750502,43269289.48254271,0.0010430604246637603,0.0,134967096.04856852,0.0,538900000.0,184.32386453738653
559,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,4,6,1,4,4,5,5,5,0,1,4,0,3,5,5,0.0,163050713.55821392,0.0,0.0,192124581.04450518,0.0,0.0,62865075.42438113,0.0,103657266.62142882,16347288.792964684,0.011525775919569912,0.0,118905483.65420318,0.0,1736900000.0,2937.3453443087183
560,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,5,6,2,5,1,1,4,1,5,0,0,4,4,6,0.0,171796527.05181122,0.0,0.0,154744343.1583981,0.0,25974470.160729464,71617663.74483383,0.0053805164967461174,144563515.89904392,11068771.68625446,0.007498194585460641,5997922.473321936,124249348.8828785,0.000599474450179772,689400000.0,7424.571548069623
561,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,3,4,6,4,2,1,6,1,1,6,1,0,3,2,2,0.0,172031210.62315285,0.0,0.0,149123927.43046832,0.0,0.0,81913987.91937247,0.0,10314408.589779288,20319063.206658736,0.00376361103220689,40981649.34378051,93477874.34219648,0.02729325001642894,1366900000.0,0.0
562,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,2,5,1,2,6,5,0,5,5,6,3,4,4,2,5,0.0,136343642.84171075,0.0,0.0,191186060.612126,0.0,7204579.8109423425,62865075.42438113,0.0014796999286690242,13499353.57014931,36046598.4426796,0.000726388080415932,0.0,109791207.89480597,0.0,442300000.0,784.7071104123424
563,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,5,7,5,5,2,1,4,4,0,0,0,3,2,5,0.0,171870126.99832004,0.0,0.0,189605968.75956836,0.0,0.0,78838417.54582977,0.0,162343149.41206503,0.0,0.041695493444813284,0.0,104240759.06493892,0.0,1638600000.0,0.0
564,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,3,7,4,0,5,2,3,5,7,5,6,4,3,6,0,4,0.0,128674397.76670545,0.0,0.0,170590329.1761617,0.0,0.0,112380194.58971128,0.0,3492733.60165296,36276341.58441119,0.00014769614192399426,8897317.148776315,81105853.85915002,0.0007401953458352692,1477000000.0,610.7321240713742
